Match Name,teamInnings,Batting Position,Batsman Name,Dismissal,Runs,Balls,M,4s,6s,Match id,Strike Rate
West Indies VsEngland,West Indies,2,Dwayne Smith,b Patel,33,21,21,3,2,207,157.14
West Indies VsEngland,West Indies,3,Marlon Samuels,b Swann,4,7,4,0,0,207,57.14
West Indies VsEngland,West Indies,4,Danza Hyatt,b Bopara,28,26,32,1,2,207,107.69
West Indies VsEngland,West Indies,5,Nkrumah Bonner,b Bopara,3,5,4,0,0,207,60.00
West Indies VsEngland,West Indies,6,Chris Barnwell,c †Kieswetter b Bopara,0,1,1,0,0,207,0.00
West Indies VsEngland,West Indies,7,Andre Russell,run out (Stokes/Bopara),6,6,7,1,0,207,100.00
West Indies VsEngland,West Indies,8,Derwin Christian †,b Dernbach,0,2,4,0,0,207,0.00
West Indies VsEngland,West Indies,9,Daren Sammy (c),c Bairstow b Bopara,5,6,11,0,0,207,83.33
West Indies VsEngland,West Indies,10,Devendra Bishoo,run out (Buttler),0,1,1,0,0,207,0.00
West Indies VsEngland,West Indies,11,Fidel Edwards,not out,7,4,3,1,0,207,175.00
West Indies VsEngland,England,1,Alex Hales,not out,62,48,62,8,1,207,129.16
West Indies VsEngland,England,2,Craig Kieswetter †,not out,58,49,62,3,2,207,118.36
West Indies VsEngland,West Indies,1,Johnson Charles,b Borthwick,21,28,31,1,1,208,75.00
West Indies VsEngland,West Indies,2,Dwayne Smith,lbw b Dernbach,11,12,13,2,0,208,91.66
West Indies VsEngland,West Indies,3,Miles Bascombe,lbw b Patel,3,7,7,0,0,208,42.85
West Indies VsEngland,West Indies,4,Marlon Samuels,not out,35,35,52,3,0,208,100.00
West Indies VsEngland,West Indies,5,Chris Barnwell,c Hales b Patel,16,22,21,0,0,208,72.72
West Indies VsEngland,West Indies,6,Daren Sammy (c),c Borthwick b Bopara,12,8,11,0,1,208,150.00
West Indies VsEngland,West Indies,7,Andre Russell,not out,12,8,9,1,0,208,150.00
West Indies VsEngland,England,1,Alex Hales,b Santokie,2,9,9,0,0,208,22.22
West Indies VsEngland,England,2,Craig Kieswetter †,b Mathurin,10,9,12,2,0,208,111.11
West Indies VsEngland,England,3,Ben Stokes,lbw b Bishoo,31,23,30,3,1,208,134.78
West Indies VsEngland,England,4,Ravi Bopara,b Mathurin,3,9,7,0,0,208,33.33
West Indies VsEngland,England,5,Jonny Bairstow,b Mathurin,4,5,6,0,0,208,80.00
West Indies VsEngland,England,6,Samit Patel,run out (Bishoo),2,8,6,0,0,208,25.00
West Indies VsEngland,England,7,Jos Buttler,run out (Sammy),13,11,24,1,0,208,118.18
West Indies VsEngland,England,8,Tim Bresnan,c Mathurin b Russell,2,4,4,0,0,208,50.00
West Indies VsEngland,England,9,Scott Borthwick,run out (Samuels/Sammy),14,16,18,2,0,208,87.50
West Indies VsEngland,England,10,Graeme Swann (c),not out,0,2,9,0,0,208,0.00
West Indies VsEngland,England,11,Jade Dernbach,run out (†Christian/Barnwell),3,4,2,0,0,208,75.00
West Indies VsBangladesh,West Indies,1,Lendl Simmons,lbw b Abdur Razzak,23,24,35,2,1,209,95.83
West Indies VsBangladesh,West Indies,2,Adrian Barath,c Tamim Iqbal b Shakib Al Hasan,15,20,18,2,0,209,75.00
West Indies VsBangladesh,West Indies,3,Marlon Samuels,c †Mushfiqur Rahim b Shafiul Islam,58,42,60,2,4,209,138.09
West Indies VsBangladesh,West Indies,4,Andre Russell,c Naeem Islam b Shakib Al Hasan,5,12,17,0,0,209,41.66
West Indies VsBangladesh,West Indies,5,Darren Bravo,lbw b Abdur Razzak,7,6,7,0,1,209,116.66
West Indies VsBangladesh,West Indies,6,Danza Hyatt,lbw b Rubel Hossain,2,3,5,0,0,209,66.66
West Indies VsBangladesh,West Indies,7,Daren Sammy (c),c Nasir Hossain b Naeem Islam,1,2,3,0,0,209,50.00
West Indies VsBangladesh,West Indies,8,Denesh Ramdin †,not out,10,9,10,1,0,209,111.11
West Indies VsBangladesh,West Indies,9,Carlos Brathwaite,c Nasir Hossain b Shafiul Islam,1,2,1,0,0,209,50.00
West Indies VsBangladesh,West Indies,10,Ravi Rampaul,not out,0,0,1,0,0,209,-
West Indies VsBangladesh,Bangladesh,1,Tamim Iqbal,c †Ramdin b Rampaul,11,14,14,2,0,209,78.57
West Indies VsBangladesh,Bangladesh,2,Imrul Kayes,c Hyatt b Martin,22,21,33,3,1,209,104.76
West Indies VsBangladesh,Bangladesh,3,Mohammad Ashraful,c Martin b Samuels,24,25,25,2,0,209,96.00
West Indies VsBangladesh,Bangladesh,4,Shakib Al Hasan,b Samuels,0,1,1,0,0,209,0.00
West Indies VsBangladesh,Bangladesh,5,Alok Kapali,c Martin b Brathwaite,2,9,6,0,0,209,22.22
West Indies VsBangladesh,Bangladesh,6,Mushfiqur Rahim (c)†,not out,41,26,47,1,2,209,157.69
West Indies VsBangladesh,Bangladesh,7,Naeem Islam,b Sammy,10,8,10,1,0,209,125.00
West Indies VsBangladesh,Bangladesh,8,Nasir Hossain,c †Ramdin b Rampaul,18,15,22,1,0,209,120.00
West Indies VsBangladesh,Bangladesh,9,Abdur Razzak,not out,1,1,2,0,0,209,100.00
South Africa VsAustralia,South Africa,1,Graeme Smith,b Bollinger,0,6,5,0,0,210,0.00
South Africa VsAustralia,South Africa,2,Hashim Amla (c),run out (Warner/†Wade),4,6,13,0,0,210,66.66
South Africa VsAustralia,South Africa,3,Colin Ingram,c Cummins b Pattinson,33,28,39,3,1,210,117.85
South Africa VsAustralia,South Africa,4,Jean-Paul Duminy,c Watson b Cummins,67,53,60,6,3,210,126.41
South Africa VsAustralia,South Africa,5,David Miller,c Warner b Cummins,20,19,30,2,0,210,105.26
South Africa VsAustralia,South Africa,6,Johan Botha,c White b Cummins,4,2,5,1,0,210,200.00
South Africa VsAustralia,South Africa,7,Robin Peterson,b Watson,6,4,8,1,0,210,150.00
South Africa VsAustralia,South Africa,8,Heino Kuhn †,not out,1,1,7,0,0,210,100.00
South Africa VsAustralia,South Africa,9,Rusty Theron,not out,0,1,1,0,0,210,0.00
South Africa VsAustralia,Australia,1,Shane Watson,c Miller b Morkel,52,39,45,6,2,210,133.33
South Africa VsAustralia,Australia,2,David Warner,run out (Morkel),0,1,2,0,0,210,0.00
South Africa VsAustralia,Australia,3,Shaun Marsh,b Botha,25,19,47,3,0,210,131.57
South Africa VsAustralia,Australia,4,David Hussey,c Duminy b Tsotsobe,25,27,41,1,1,210,92.59
South Africa VsAustralia,Australia,5,Cameron White (c),c Miller b Peterson,28,22,25,1,1,210,127.27
South Africa VsAustralia,Australia,6,Steven Smith,not out,8,9,17,1,0,210,88.88
South Africa VsAustralia,Australia,7,Matthew Wade †,not out,1,1,5,0,0,210,100.00
Zimbabwe VsNew Zealand,Zimbabwe,1,Hamilton Masakadza,c NL McCullum b Mills,9,7,10,0,1,211,128.57
Zimbabwe VsNew Zealand,Zimbabwe,2,Chamu Chibhabha,c †BB McCullum b Mills,9,12,19,2,0,211,75.00
Zimbabwe VsNew Zealand,Zimbabwe,3,Brendan Taylor (c),not out,50,46,73,5,0,211,108.69
Zimbabwe VsNew Zealand,Zimbabwe,4,Forster Mutizwa,lbw b Woodcock,16,16,16,1,0,211,100.00
Zimbabwe VsNew Zealand,Zimbabwe,5,Malcolm Waller,c Woodcock b NL McCullum,10,10,9,0,1,211,100.00
Zimbabwe VsNew Zealand,Zimbabwe,6,Charles Coventry,c Taylor b NL McCullum,10,13,15,1,0,211,76.92
Zimbabwe VsNew Zealand,Zimbabwe,7,Elton Chigumbura,c Taylor b Bracewell,14,15,16,1,0,211,93.33
Zimbabwe VsNew Zealand,Zimbabwe,8,Regis Chakabva †,c †BB McCullum b Oram,0,3,1,0,0,211,0.00
Zimbabwe VsNew Zealand,Zimbabwe,9,Prosper Utseya,run out (Oram),1,1,2,0,0,211,100.00
Zimbabwe VsNew Zealand,New Zealand,1,Martin Guptill,not out,40,36,54,2,2,211,111.11
Zimbabwe VsNew Zealand,New Zealand,2,Brendon McCullum †,not out,81,46,54,5,6,211,176.08
Australia VsSouth Africa,Australia,1,David Warner,c Ingram b Morkel,0,9,8,0,0,212,0.00
Australia VsSouth Africa,Australia,2,Matthew Wade †,c †Kuhn b Tsotsobe,10,13,21,0,1,212,76.92
Australia VsSouth Africa,Australia,3,Shaun Marsh,c †Kuhn b Theron,26,23,34,2,2,212,113.04
Australia VsSouth Africa,Australia,4,David Hussey,c Miller b Botha,12,14,29,1,0,212,85.71
Australia VsSouth Africa,Australia,5,Cameron White (c),run out (Parnell),39,26,32,4,1,212,150.00
Australia VsSouth Africa,Australia,6,Steven Smith,c Miller b Tsotsobe,9,8,14,0,0,212,112.50
Australia VsSouth Africa,Australia,7,Mitchell Marsh,b Morkel,36,21,28,0,4,212,171.42
Australia VsSouth Africa,Australia,8,Steve O'Keefe,c †Kuhn b Theron,3,3,6,0,0,212,100.00
Australia VsSouth Africa,Australia,9,James Pattinson,not out,5,3,10,1,0,212,166.66
Australia VsSouth Africa,South Africa,1,Hashim Amla (c),b Bollinger,4,6,5,1,0,212,66.66
Australia VsSouth Africa,South Africa,2,Graeme Smith,c & b Hussey,24,22,38,1,1,212,109.09
Australia VsSouth Africa,South Africa,3,Colin Ingram,b Cummins,5,6,11,1,0,212,83.33
Australia VsSouth Africa,South Africa,4,Jean-Paul Duminy,c Hussey b Cummins,0,4,4,0,0,212,0.00
Australia VsSouth Africa,South Africa,5,Johan Botha,c Pattinson b O'Keefe,34,28,40,3,1,212,121.42
Australia VsSouth Africa,South Africa,6,David Miller,b Pattinson,10,13,17,1,0,212,76.92
Australia VsSouth Africa,South Africa,7,Heino Kuhn †,c & b Pattinson,3,9,7,0,0,212,33.33
Australia VsSouth Africa,South Africa,8,Wayne Parnell,not out,29,11,28,3,2,212,263.63
Australia VsSouth Africa,South Africa,9,Rusty Theron,not out,31,16,25,3,1,212,193.75
New Zealand VsZimbabwe,New Zealand,1,Brendon McCullum †,b Jarvis,64,37,46,2,6,213,172.97
New Zealand VsZimbabwe,New Zealand,2,Martin Guptill,c Chibhabha b Jarvis,67,46,68,7,2,213,145.65
New Zealand VsZimbabwe,New Zealand,3,Jesse Ryder,not out,30,23,32,3,0,213,130.43
New Zealand VsZimbabwe,New Zealand,4,Ross Taylor (c),run out (†Mutizwa/Coventry),8,5,7,1,0,213,160.00
New Zealand VsZimbabwe,Zimbabwe,1,Hamilton Masakadza,c †BB McCullum b Bracewell,9,5,8,2,0,213,180.00
New Zealand VsZimbabwe,Zimbabwe,2,Chamu Chibhabha,st †BB McCullum b NL McCullum,65,39,56,4,5,213,166.66
New Zealand VsZimbabwe,Zimbabwe,3,Brendan Taylor (c),b Aldridge,1,5,5,0,0,213,20.00
New Zealand VsZimbabwe,Zimbabwe,4,Elton Chigumbura,c & b NL McCullum,39,22,24,4,2,213,177.27
New Zealand VsZimbabwe,Zimbabwe,5,Charles Coventry,c & b NL McCullum,0,2,1,0,0,213,0.00
New Zealand VsZimbabwe,Zimbabwe,6,Forster Mutizwa †,run out (Oram/†BB McCullum),22,17,37,2,0,213,129.41
New Zealand VsZimbabwe,Zimbabwe,7,Malcolm Waller,c Taylor b Oram,12,6,8,2,0,213,200.00
New Zealand VsZimbabwe,Zimbabwe,8,Prosper Utseya,not out,2,2,7,0,0,213,100.00
New Zealand VsZimbabwe,Zimbabwe,9,Ray Price,run out (†BB McCullum/Oram),0,1,1,0,0,213,0.00
New Zealand VsZimbabwe,Zimbabwe,10,Kyle Jarvis,c †BB McCullum b Bracewell,0,1,1,0,0,213,0.00
New Zealand VsZimbabwe,Zimbabwe,11,Chris Mpofu,c Aldridge b Bracewell,0,1,1,0,0,213,0.00
India VsEngland,India,1,Robin Uthappa,c †Kieswetter b Bresnan,1,3,6,0,0,214,33.33
India VsEngland,India,2,Ajinkya Rahane,c †Kieswetter b Finn,0,3,2,0,0,214,0.00
India VsEngland,India,3,Virat Kohli,c Hales b Bresnan,15,16,21,3,0,214,93.75
India VsEngland,India,4,Suresh Raina,c Bairstow b Finn,39,29,47,4,2,214,134.48
India VsEngland,India,5,Manoj Tiwary,b Patel,15,17,22,0,0,214,88.23
India VsEngland,India,6,MS Dhoni (c)†,run out (Dernbach),21,26,44,0,1,214,80.76
India VsEngland,India,7,Ravindra Jadeja,b Finn,0,1,1,0,0,214,0.00
India VsEngland,India,8,Yusuf Pathan,b Bopara,10,12,17,1,0,214,83.33
India VsEngland,India,9,Praveen Kumar,b Bopara,0,2,2,0,0,214,0.00
India VsEngland,India,10,Ravichandran Ashwin,not out,17,11,14,3,0,214,154.54
India VsEngland,England,1,Alex Hales,c Rahane b Pathan,11,19,24,0,0,214,57.89
India VsEngland,England,2,Craig Kieswetter †,c Tiwary b Jadeja,12,10,12,2,0,214,120.00
India VsEngland,England,3,Kevin Pietersen,lbw b Raina,53,39,42,5,3,214,135.89
India VsEngland,England,4,Samit Patel,c Tiwary b Kohli,21,25,25,1,1,214,84.00
India VsEngland,England,5,Ravi Bopara,not out,14,16,14,1,0,214,87.50
India VsEngland,England,6,Jonny Bairstow,not out,2,3,9,0,0,214,66.66
Sri Lanka VsPakistan,Sri Lanka,1,Upul Tharanga,b Aizaz Cheema,12,13,-,2,0,215,92.30
Sri Lanka VsPakistan,Sri Lanka,2,Tillakaratne Dilshan (c),c Misbah-ul-Haq b Saeed Ajmal,28,15,-,4,0,215,186.66
Sri Lanka VsPakistan,Sri Lanka,3,Dinesh Chandimal,lbw b Aizaz Cheema,56,44,-,6,0,215,127.27
Sri Lanka VsPakistan,Sri Lanka,4,Kumar Sangakkara †,c & b Mohammad Hafeez,9,9,-,0,0,215,100.00
Sri Lanka VsPakistan,Sri Lanka,5,Angelo Mathews,run out (Misbah-ul-Haq),14,20,-,0,0,215,70.00
Sri Lanka VsPakistan,Sri Lanka,6,Chamara Silva,run out (Saeed Ajmal/†Umar Akmal),4,8,-,0,0,215,50.00
Sri Lanka VsPakistan,Sri Lanka,7,Thisara Perera,c †Umar Akmal b Aizaz Cheema,0,2,-,0,0,215,0.00
Sri Lanka VsPakistan,Sri Lanka,8,Lasith Malinga,b Aizaz Cheema,1,2,-,0,0,215,50.00
Sri Lanka VsPakistan,Sri Lanka,9,Dilruwan Perera,c Misbah-ul-Haq b Umar Gul,1,3,-,0,0,215,33.33
Sri Lanka VsPakistan,Sri Lanka,10,Ajantha Mendis,not out,0,0,-,0,0,215,-
Sri Lanka VsPakistan,Sri Lanka,11,Dilhara Fernando,b Umar Gul,0,1,-,0,0,215,0.00
Sri Lanka VsPakistan,Pakistan,1,Mohammad Hafeez,lbw b NLTC Perera,13,14,-,1,0,215,92.85
Sri Lanka VsPakistan,Pakistan,2,Imran Farhat,c NLTC Perera b Mendis,19,15,-,4,0,215,126.66
Sri Lanka VsPakistan,Pakistan,3,Asad Shafiq,b Malinga,33,33,-,3,0,215,100.00
Sri Lanka VsPakistan,Pakistan,4,Umar Akmal †,b Dilshan,0,1,-,0,0,215,0.00
Sri Lanka VsPakistan,Pakistan,5,Misbah-ul-Haq (c),not out,48,38,-,3,1,215,126.31
Sri Lanka VsPakistan,Pakistan,6,Shahid Afridi,c †Sangakkara b Fernando,22,15,-,0,2,215,146.66
Sri Lanka VsPakistan,Pakistan,7,Shoaib Malik,not out,2,1,-,0,0,215,200.00
Pakistan VsBangladesh,Pakistan,1,Mohammad Hafeez,b Shakib Al Hasan,25,31,38,2,1,216,80.64
Pakistan VsBangladesh,Pakistan,2,Imran Farhat,c †Mushfiqur Rahim b Shakib Al Hasan,16,10,15,3,0,216,160.00
Pakistan VsBangladesh,Pakistan,3,Asad Shafiq,c Abdur Razzak b Nasir Hossain,19,22,39,1,0,216,86.36
Pakistan VsBangladesh,Pakistan,4,Umar Akmal †,st †Mushfiqur Rahim b Alok Kapali,20,14,12,3,0,216,142.85
Pakistan VsBangladesh,Pakistan,5,Misbah-ul-Haq (c),not out,21,20,32,1,0,216,105.00
Pakistan VsBangladesh,Pakistan,6,Shoaib Malik,c & b Abdur Razzak,2,3,4,0,0,216,66.66
Pakistan VsBangladesh,Pakistan,7,Shahid Afridi,c Nasir Hossain b Alok Kapali,8,6,6,0,1,216,133.33
Pakistan VsBangladesh,Pakistan,8,Sohail Tanvir,run out (†Mushfiqur Rahim/Shafiul Islam),6,13,11,0,0,216,46.15
Pakistan VsBangladesh,Pakistan,9,Umar Gul,not out,4,2,4,1,0,216,200.00
Pakistan VsBangladesh,Bangladesh,1,Naeem Islam,lbw b Umar Gul,3,9,5,0,0,216,33.33
Pakistan VsBangladesh,Bangladesh,2,Imrul Kayes,run out (Mohammad Hafeez/†Umar Akmal),2,8,24,0,0,216,25.00
Pakistan VsBangladesh,Bangladesh,3,Alok Kapali,c Misbah-ul-Haq b Mohammad Hafeez,0,3,4,0,0,216,0.00
Pakistan VsBangladesh,Bangladesh,4,Shakib Al Hasan,b Mohammad Hafeez,7,14,17,0,0,216,50.00
Pakistan VsBangladesh,Bangladesh,5,Mushfiqur Rahim (c)†,run out (Imran Farhat/†Umar Akmal),10,18,23,0,0,216,55.55
Pakistan VsBangladesh,Bangladesh,6,Mahmudullah,c †Umar Akmal b Aizaz Cheema,2,5,6,0,0,216,40.00
Pakistan VsBangladesh,Bangladesh,7,Nasir Hossain,not out,35,38,44,2,1,216,92.10
Pakistan VsBangladesh,Bangladesh,8,Farhad Reza,lbw b Shahid Afridi,6,10,6,0,0,216,60.00
Pakistan VsBangladesh,Bangladesh,9,Abdur Razzak,c Shahid Afridi b Shoaib Malik,9,9,10,1,0,216,100.00
Pakistan VsBangladesh,Bangladesh,10,Shafiul Islam,lbw b Shoaib Malik,0,1,1,0,0,216,0.00
Pakistan VsBangladesh,Bangladesh,11,Rubel Hossain,not out,0,5,11,0,0,216,0.00
Australia VsIndia,Australia,1,David Warner,c Raina b Vinay Kumar,25,14,16,1,2,217,178.57
Australia VsIndia,Australia,2,Matthew Wade †,b Raina,72,43,67,5,3,217,167.44
Australia VsIndia,Australia,3,Travis Birt,c Raina b Ashwin,17,21,27,1,1,217,80.95
Australia VsIndia,Australia,4,David Hussey,b R Sharma,42,30,42,1,3,217,140.00
Australia VsIndia,Australia,5,George Bailey (c),not out,12,11,21,1,0,217,109.09
Australia VsIndia,Australia,6,Mitchell Marsh,not out,0,1,1,0,0,217,0.00
Australia VsIndia,India,1,Gautam Gambhir,c Marsh b Hussey,20,14,27,3,0,217,142.85
Australia VsIndia,India,2,Virender Sehwag,c Hussey b Lee,4,3,2,1,0,217,133.33
Australia VsIndia,India,3,Virat Kohli,c Warner b Hogg,22,21,30,0,1,217,104.76
Australia VsIndia,India,4,Suresh Raina,b Christian,14,15,23,1,0,217,93.33
Australia VsIndia,India,5,Rohit Sharma,b Hussey,0,1,2,0,0,217,0.00
Australia VsIndia,India,6,MS Dhoni (c)†,not out,48,43,55,1,3,217,111.62
Australia VsIndia,India,7,Ravindra Jadeja,c Warner b Christian,7,8,9,1,0,217,87.50
Australia VsIndia,India,8,Ravichandran Ashwin,not out,15,16,30,1,0,217,93.75
Australia VsIndia,Australia,1,David Warner,c Gambhir b Kumar,8,8,10,1,0,218,100.00
Australia VsIndia,Australia,2,Aaron Finch,run out (Jadeja/†Dhoni),36,23,33,6,0,218,156.52
Australia VsIndia,Australia,3,Shaun Marsh,c †Dhoni b Kumar,0,2,1,0,0,218,0.00
Australia VsIndia,Australia,4,David Hussey,c & b Jadeja,24,29,40,1,1,218,82.75
Australia VsIndia,Australia,5,George Bailey (c),run out (R Sharma/Jadeja),3,4,3,0,0,218,75.00
Australia VsIndia,Australia,6,Matthew Wade †,run out (RG Sharma),32,29,34,1,1,218,110.34
Australia VsIndia,Australia,7,Mitchell Marsh,st †Dhoni b R Sharma,13,13,12,2,0,218,100.00
Australia VsIndia,Australia,8,Brett Lee,not out,6,4,13,1,0,218,150.00
Australia VsIndia,Australia,9,Clint McKay,c †Dhoni b Vinay Kumar,0,1,1,0,0,218,0.00
Australia VsIndia,Australia,10,Brad Hogg,lbw b R Sharma,4,4,4,1,0,218,100.00
Australia VsIndia,Australia,11,Xavier Doherty,run out (Raina/†Dhoni),1,1,1,0,0,218,100.00
Australia VsIndia,India,1,Gautam Gambhir,not out,56,60,91,4,0,218,93.33
Australia VsIndia,India,2,Virender Sehwag,c SE Marsh b Hogg,23,16,32,2,1,218,143.75
Australia VsIndia,India,3,Virat Kohli,c †Wade b MR Marsh,31,24,29,3,0,218,129.16
Australia VsIndia,India,4,MS Dhoni (c)†,not out,21,18,26,2,0,218,116.66
Zimbabwe VsNew Zealand,Zimbabwe,1,Brendan Taylor (c),b Bates,3,6,7,0,0,219,50.00
Zimbabwe VsNew Zealand,Zimbabwe,2,Hamilton Masakadza,c Franklin b Williamson,53,36,40,3,3,219,147.22
Zimbabwe VsNew Zealand,Zimbabwe,3,Forster Mutizwa,c Guptill b Mills,0,3,4,0,0,219,0.00
Zimbabwe VsNew Zealand,Zimbabwe,4,Tatenda Taibu †,c Bracewell b NL McCullum,27,24,35,3,0,219,112.50
Zimbabwe VsNew Zealand,Zimbabwe,5,Malcolm Waller,c Guptill b Mills,11,14,17,1,0,219,78.57
Zimbabwe VsNew Zealand,Zimbabwe,6,Elton Chigumbura,c Guptill b Bates,48,24,29,3,4,219,200.00
Zimbabwe VsNew Zealand,Zimbabwe,7,Shingi Masakadza,b Hira,8,7,11,1,0,219,114.28
Zimbabwe VsNew Zealand,Zimbabwe,8,Keegan Meth,not out,6,6,11,0,0,219,100.00
Zimbabwe VsNew Zealand,Zimbabwe,9,Prosper Utseya,c Franklin b Bates,0,1,1,0,0,219,0.00
Zimbabwe VsNew Zealand,Zimbabwe,10,Ray Price,not out,0,0,1,0,0,219,-
Zimbabwe VsNew Zealand,New Zealand,1,Rob Nicol,b Jarvis,12,8,6,2,0,219,150.00
Zimbabwe VsNew Zealand,New Zealand,2,Martin Guptill,not out,91,54,74,5,6,219,168.51
Zimbabwe VsNew Zealand,New Zealand,3,Brendon McCullum (c)†,c Chigumbura b Jarvis,0,1,1,0,0,219,0.00
Zimbabwe VsNew Zealand,New Zealand,4,Kane Williamson,run out (SW Masakadza),48,38,62,5,0,219,126.31
Zimbabwe VsNew Zealand,New Zealand,5,Colin de Grandhomme,not out,0,0,2,0,0,219,-
Zimbabwe VsNew Zealand,Zimbabwe,1,Hamilton Masakadza,c de Grandhomme b Bates,62,42,52,3,4,220,147.61
Zimbabwe VsNew Zealand,Zimbabwe,2,Stuart Matsikenyeri,c Southee b Hira,32,19,28,2,3,220,168.42
Zimbabwe VsNew Zealand,Zimbabwe,3,Brendan Taylor (c),not out,75,43,52,6,3,220,174.41
Zimbabwe VsNew Zealand,Zimbabwe,4,Elton Chigumbura,not out,29,16,28,5,0,220,181.25
Zimbabwe VsNew Zealand,New Zealand,1,Rob Nicol,c Meth b Chigumbura,56,37,42,4,4,220,151.35
Zimbabwe VsNew Zealand,New Zealand,2,James Franklin,run out (Meth),60,37,60,3,5,220,162.16
Zimbabwe VsNew Zealand,New Zealand,3,Brendon McCullum (c)†,c Waller b Jarvis,38,24,38,4,1,220,158.33
Zimbabwe VsNew Zealand,New Zealand,4,Colin de Grandhomme,b Chigumbura,8,7,10,1,0,220,114.28
Zimbabwe VsNew Zealand,New Zealand,5,Nathan McCullum,c Chigumbura b Jarvis,5,6,11,0,0,220,83.33
Zimbabwe VsNew Zealand,New Zealand,6,Andrew Ellis,not out,2,2,9,0,0,220,100.00
Zimbabwe VsNew Zealand,New Zealand,7,Kane Williamson,not out,20,5,7,3,1,220,400.00
South Africa VsNew Zealand,South Africa,1,Richard Levi,c Bracewell b Southee,13,12,25,1,1,221,108.33
South Africa VsNew Zealand,South Africa,2,Hashim Amla,run out (Guptill),19,15,12,2,1,221,126.66
South Africa VsNew Zealand,South Africa,3,Colin Ingram,st †BB McCullum b NL McCullum,0,2,4,0,0,221,0.00
South Africa VsNew Zealand,South Africa,4,AB de Villiers (c)†,c Guptill b Hira,8,17,19,0,0,221,47.05
South Africa VsNew Zealand,South Africa,5,Jean-Paul Duminy,c Mills b Southee,41,37,50,3,0,221,110.81
South Africa VsNew Zealand,South Africa,6,Justin Ontong,c & b Southee,32,17,25,0,4,221,188.23
South Africa VsNew Zealand,South Africa,7,Albie Morkel,not out,13,12,24,1,0,221,108.33
South Africa VsNew Zealand,South Africa,8,Johan Botha,not out,14,8,11,1,1,221,175.00
South Africa VsNew Zealand,New Zealand,1,Rob Nicol,c Amla b Theron,13,18,30,1,0,221,72.22
South Africa VsNew Zealand,New Zealand,2,Martin Guptill,not out,78,55,93,5,4,221,141.81
South Africa VsNew Zealand,New Zealand,3,Brendon McCullum (c)†,b Duminy,16,17,26,0,0,221,94.11
South Africa VsNew Zealand,New Zealand,4,Kane Williamson,run out (JA Morkel),24,21,22,3,0,221,114.28
South Africa VsNew Zealand,New Zealand,5,Colin de Grandhomme,c Levi b M Morkel,2,3,8,0,0,221,66.66
South Africa VsNew Zealand,New Zealand,6,James Franklin,not out,8,4,7,1,0,221,200.00
New Zealand VsSouth Africa,New Zealand,1,Rob Nicol,run out (†de Villiers),23,17,18,3,1,222,135.29
New Zealand VsSouth Africa,New Zealand,2,Martin Guptill,c JA Morkel b de Lange,47,35,48,7,1,222,134.28
New Zealand VsSouth Africa,New Zealand,3,Brendon McCullum (c)†,c Ontong b Botha,35,31,39,4,1,222,112.90
New Zealand VsSouth Africa,New Zealand,4,Kane Williamson,not out,28,20,30,1,2,222,140.00
New Zealand VsSouth Africa,New Zealand,5,James Franklin,c †de Villiers b M Morkel,28,10,14,0,4,222,280.00
New Zealand VsSouth Africa,New Zealand,6,Colin de Grandhomme,not out,3,7,4,0,0,222,42.85
New Zealand VsSouth Africa,South Africa,1,Richard Levi,not out,117,51,67,5,13,222,229.41
New Zealand VsSouth Africa,South Africa,2,Hashim Amla,c Franklin b NL McCullum,2,3,8,0,0,222,66.66
New Zealand VsSouth Africa,South Africa,3,Wayne Parnell,st †BB McCullum b Nicol,4,6,10,1,0,222,66.66
New Zealand VsSouth Africa,South Africa,4,AB de Villiers (c)†,not out,39,36,47,4,0,222,108.33
South Africa VsNew Zealand,South Africa,1,Richard Levi,c Nicol b Franklin,11,7,9,1,1,223,157.14
South Africa VsNew Zealand,South Africa,2,Hashim Amla,c †BB McCullum b Bracewell,33,22,32,4,1,223,150.00
South Africa VsNew Zealand,South Africa,3,Albie Morkel,c Nicol b Southee,10,9,11,0,1,223,111.11
South Africa VsNew Zealand,South Africa,4,AB de Villiers (c)†,b Nicol,29,23,40,2,1,223,126.08
South Africa VsNew Zealand,South Africa,5,Jean-Paul Duminy,run out (Nicol),38,20,23,2,2,223,190.00
South Africa VsNew Zealand,South Africa,6,Justin Ontong,lbw b Nicol,6,5,7,1,0,223,120.00
South Africa VsNew Zealand,South Africa,7,Johan Botha,c Guptill b Southee,2,7,12,0,0,223,28.57
South Africa VsNew Zealand,South Africa,8,Wayne Parnell,not out,22,17,24,2,1,223,129.41
South Africa VsNew Zealand,South Africa,9,Robin Peterson,not out,11,10,13,1,0,223,110.00
South Africa VsNew Zealand,New Zealand,1,Rob Nicol,c Levi b M Morkel,33,19,21,5,1,223,173.68
South Africa VsNew Zealand,New Zealand,2,Martin Guptill,c Amla b Botha,26,19,25,3,1,223,136.84
South Africa VsNew Zealand,New Zealand,3,Jesse Ryder,c M Morkel b Botha,52,42,56,5,2,223,123.80
South Africa VsNew Zealand,New Zealand,4,Brendon McCullum (c)†,c †de Villiers b Peterson,18,19,20,1,1,223,94.73
South Africa VsNew Zealand,New Zealand,5,Kane Williamson,c JA Morkel b M Morkel,6,9,13,0,0,223,66.66
South Africa VsNew Zealand,New Zealand,6,James Franklin,not out,9,8,27,0,0,223,112.50
