teamInnings,Batting Position,Batsman Name,Dismissal,Runs,Balls,M,4s,6s,Strike Rate,Match id
Zimbabwe,3,Hamilton Masakadza,c †Hope b Holder,7,16,-,1,0,43.75,4002
Zimbabwe,4,Brendan Taylor †,c Nurse b Roach,138,124,-,20,2,111.29,4002
Zimbabwe,5,Craig Ervine,b Roach,14,32,-,2,0,43.75,4002
Zimbabwe,6,Sean Williams,c Nurse b Paul,34,31,-,4,0,109.67,4002
Zimbabwe,7,Sikandar Raza,b Holder,22,33,-,2,0,66.66,4002
Zimbabwe,8,Graeme Cremer (c),c & b Roach,0,1,-,0,0,0.00,4002
Zimbabwe,9,Tendai Chisoro,c Nurse b Paul,18,22,-,1,0,81.81,4002
Zimbabwe,10,Kyle Jarvis,run out (Powell/†Hope),1,3,-,0,0,33.33,4002
Zimbabwe,11,Blessing Muzarabani,not out,0,0,-,0,0,-,4002
West Indies,1,Chris Gayle,c Jarvis b Muzarabani,17,13,-,0,2,130.76,4002
West Indies,2,Evin Lewis,c & b Sikandar Raza,64,75,-,7,1,85.33,4002
West Indies,3,Shai Hope †,c Sikandar Raza b Williams,76,97,-,5,1,78.35,4002
West Indies,4,Marlon Samuels,c †Taylor b Muzarabani,86,80,-,6,4,107.50,4002
West Indies,5,Shimron Hetmyer,st †Taylor b Cremer,13,7,-,0,1,185.71,4002
West Indies,6,Jason Holder (c),c Sikandar Raza b Cremer,6,2,-,0,1,300.00,4002
West Indies,7,Rovman Powell,not out,15,12,-,0,1,125.00,4002
West Indies,8,Ashley Nurse,not out,8,8,-,1,0,100.00,4002
United Arab Emirates,1,Rohan Mustafa (c),c Rashid Khan b Dawlat Zadran,4,17,19,1,0,23.52,4003
United Arab Emirates,2,Chirag Suri,c †Mohammad Shahzad b Rashid Khan,22,72,83,1,0,30.55,4003
United Arab Emirates,3,Ghulam Shabber †,c Mohammad Nabi b Dawlat Zadran,6,7,13,1,0,85.71,4003
United Arab Emirates,4,Mohammad Boota,b Mujeeb Ur Rahman,3,5,6,0,0,60.00,4003
United Arab Emirates,5,Shaiman Anwar,c Mohammad Nabi b Rashid Khan,64,87,115,4,1,73.56,4003
United Arab Emirates,6,Muhammad Usman,lbw b Rashid Khan,13,18,18,0,0,72.22,4003
United Arab Emirates,7,Adnan Mufti,c Rashid Khan b Mohammad Nabi,2,11,20,0,0,18.18,4003
United Arab Emirates,8,Ahmed Raza,c †Mohammad Shahzad b Dawlat Zadran,4,12,17,0,0,33.33,4003
United Arab Emirates,9,Mohammad Naveed,c Najibullah Zadran b Rashid Khan,45,20,26,7,2,225.00,4003
United Arab Emirates,10,Imran Haider,not out,1,6,9,0,0,16.66,4003
United Arab Emirates,11,Qadeer Ahmed,b Rashid Khan,4,3,2,1,0,133.33,4003
Afghanistan,1,Mohammad Shahzad †,lbw b Qadeer Ahmed,3,11,8,0,0,27.27,4003
Afghanistan,2,Gulbadin Naib,not out,74,97,145,4,2,76.28,4003
Afghanistan,3,Rahmat Shah,b Mohammad Naveed,16,20,41,2,0,80.00,4003
Afghanistan,4,Samiullah Shinwari,lbw b Mohammad Naveed,2,3,5,0,0,66.66,4003
Afghanistan,5,Asghar Afghan (c),c †Ghulam Shabber b Qadeer Ahmed,4,2,4,1,0,200.00,4003
Afghanistan,6,Mohammad Nabi,c †Ghulam Shabber b Ahmed Raza,6,11,20,0,0,54.54,4003
Afghanistan,7,Najibullah Zadran,not out,63,64,70,5,2,98.43,4003
West Indies,1,Chris Gayle,c †Cross b Sharif,0,1,1,0,0,0.00,4004
West Indies,2,Evin Lewis,lbw b Wheal,66,87,127,7,2,75.86,4004
West Indies,3,Shai Hope †,c †Cross b Sharif,0,6,10,0,0,0.00,4004
West Indies,4,Marlon Samuels,c Sole b Leask,51,98,134,4,0,52.04,4004
West Indies,5,Shimron Hetmyer,c †Cross b Leask,4,11,19,0,0,36.36,4004
West Indies,6,Jason Holder (c),c MacLeod b Evans,12,18,25,0,0,66.66,4004
West Indies,7,Rovman Powell,b Sharif,15,26,40,0,0,57.69,4004
West Indies,8,Carlos Brathwaite,c Munsey b Wheal,24,26,40,0,1,92.30,4004
West Indies,9,Ashley Nurse,c Wheal b Berrington,5,8,10,0,0,62.50,4004
West Indies,10,Keemo Paul,b Wheal,5,11,14,1,0,45.45,4004
West Indies,11,Kemar Roach,not out,0,0,3,0,0,-,4004
Scotland,1,Matthew Cross †,b Holder,4,10,17,0,0,40.00,4004
Scotland,2,Kyle Coetzer (c),c Lewis b Roach,2,7,12,0,0,28.57,4004
Scotland,3,Michael Jones,c Powell b Roach,14,14,21,1,0,100.00,4004
Scotland,4,Calum MacLeod,c & b Nurse,21,51,80,1,0,41.17,4004
Scotland,5,Richie Berrington,lbw b Nurse,33,68,102,4,0,48.52,4004
Scotland,6,George Munsey,not out,32,52,53,5,0,61.53,4004
Scotland,7,Michael Leask,not out,14,10,17,2,0,140.00,4004
United Arab Emirates,1,Rohan Mustafa (c),lbw b Sikandar Raza,31,58,81,3,0,53.44,4005
United Arab Emirates,2,Ashfaq Ahmed,c †Taylor b Chatara,10,12,14,2,0,83.33,4005
United Arab Emirates,3,Ghulam Shabber †,b Sikandar Raza,40,62,79,4,1,64.51,4005
United Arab Emirates,4,Rameez Shahzad,c Cremer b Chatara,59,61,72,4,2,96.72,4005
United Arab Emirates,5,Shaiman Anwar,c Muzarabani b Sikandar Raza,33,51,76,3,0,64.70,4005
United Arab Emirates,6,Muhammad Usman,c Ervine b Williams,4,7,11,1,0,57.14,4005
United Arab Emirates,7,Adnan Mufti,not out,10,13,28,0,0,76.92,4005
United Arab Emirates,8,Ahmed Raza,c Mire b Muzarabani,8,13,14,1,0,61.53,4005
United Arab Emirates,9,Mohammad Naveed,not out,22,10,10,3,1,220.00,4005
Zimbabwe,1,Solomon Mire,c Shaiman Anwar b Mohammad Naveed,6,6,10,0,0,100.00,4005
Zimbabwe,2,Hamilton Masakadza,b Mohammad Naveed,7,16,24,1,0,43.75,4005
Zimbabwe,3,Peter Moor,c Adnan Mufti b Qadeer Ahmed,39,61,108,2,0,63.93,4005
Zimbabwe,4,Brendan Taylor †,b Ahmed Raza,15,27,32,1,0,55.55,4005
Zimbabwe,5,Sean Williams,c Amir Hayat b Rohan Mustafa,80,80,117,5,1,100.00,4005
Zimbabwe,6,Sikandar Raza,c Shaiman Anwar b Rohan Mustafa,34,26,39,2,1,130.76,4005
Zimbabwe,7,Craig Ervine,not out,22,17,31,2,0,129.41,4005
Zimbabwe,8,Graeme Cremer (c),b Mohammad Naveed,0,1,6,0,0,0.00,4005
Zimbabwe,9,Kyle Jarvis,not out,6,7,14,0,0,85.71,4005
Ireland,1,William Porterfield (c),c Rahmat Shah b Mohammad Nabi,20,45,59,2,0,44.44,4006
Ireland,2,Paul Stirling,run out (Najibullah Zadran/Mujeeb Ur Rahman),55,87,124,3,1,63.21,4006
Ireland,3,Andy Balbirnie,c †Mohammad Shahzad b Rashid Khan,11,34,35,0,0,32.35,4006
Ireland,4,Niall O'Brien †,c Samiullah Shinwari b Dawlat Zadran,36,41,44,4,1,87.80,4006
Ireland,5,Simi Singh,c †Mohammad Shahzad b Rashid Khan,15,30,36,1,0,50.00,4006
Ireland,6,Kevin O'Brien,b Rashid Khan,41,37,54,3,1,110.81,4006
Ireland,7,Gary Wilson,c Najibullah Zadran b Dawlat Zadran,11,18,40,0,0,61.11,4006
Ireland,8,Andy McBrine,not out,11,9,10,1,0,122.22,4006
Ireland,9,Barry McCarthy,not out,0,0,4,0,0,-,4006
Afghanistan,1,Mohammad Shahzad †,c Rankin b Simi Singh,54,50,66,6,2,108.00,4006
Afghanistan,2,Gulbadin Naib,c McBrine b Rankin,45,91,115,3,0,49.45,4006
Afghanistan,3,Rahmat Shah,c Wilson b Simi Singh,12,23,36,1,0,52.17,4006
Afghanistan,4,Samiullah Shinwari,c Wilson b McCarthy,27,63,78,2,0,42.85,4006
Afghanistan,5,Mohammad Nabi,c McBrine b Simi Singh,12,24,36,0,0,50.00,4006
Afghanistan,6,Asghar Afghan (c),not out,39,29,53,4,1,134.48,4006
Afghanistan,7,Najibullah Zadran,not out,17,15,24,0,1,113.33,4006
Scotland,1,Matthew Cross †,c †Billings b Plunkett,48,39,-,10,0,123.07,4008
Scotland,2,Kyle Coetzer (c),c †Billings b Rashid,58,49,-,8,2,118.36,4008
Scotland,3,Calum MacLeod,not out,140,94,-,16,3,148.93,4008
Scotland,4,Richie Berrington,c Root b Plunkett,39,54,-,3,1,72.22,4008
Scotland,5,George Munsey,c Wood b Rashid,55,51,-,7,1,107.84,4008
Scotland,6,Dylan Budge,b Wood,11,9,-,1,0,122.22,4008
Scotland,7,Michael Leask,not out,10,4,-,0,1,250.00,4008
England,1,Jason Roy,c & b Watt,34,32,-,3,0,106.25,4008
England,2,Jonny Bairstow,c Munsey b Berrington,105,59,-,12,6,177.96,4008
England,3,Alex Hales,c Evans b Berrington,52,56,-,3,3,92.85,4008
England,4,Joe Root,run out (Watt/Leask),29,25,-,3,1,116.00,4008
England,5,Eoin Morgan (c),c Coetzer b Evans,20,15,-,1,1,133.33,4008
England,6,Sam Billings †,c Coetzer b Watt,12,14,-,1,0,85.71,4008
England,7,Moeen Ali,c Munsey b Watt,46,33,-,3,3,139.39,4008
England,8,David Willey,c †Cross b Evans,7,4,-,1,0,175.00,4008
England,9,Liam Plunkett,not out,47,45,-,3,2,104.44,4008
England,10,Adil Rashid,run out (Leask/Sharif),5,8,-,0,0,62.50,4008
England,11,Mark Wood,lbw b Sharif,1,2,-,0,0,50.00,4008
Australia,1,Aaron Finch,c Wood b Ali,19,24,39,2,0,79.16,4009
Australia,2,Travis Head,c Bairstow b Willey,5,4,8,0,0,125.00,4009
Australia,3,Shaun Marsh,b Ali,24,30,39,4,0,80.00,4009
Australia,4,Marcus Stoinis,c †Buttler b Rashid,22,32,42,0,1,68.75,4009
Australia,5,Tim Paine (c)†,c Wood b Ali,12,19,20,1,0,63.15,4009
Australia,6,Glenn Maxwell,c Bairstow b Plunkett,62,64,73,4,2,96.87,4009
Australia,7,Ashton Agar,lbw b Rashid,40,62,80,4,0,64.51,4009
Australia,8,Michael Neser,c Root b Plunkett,6,14,23,0,0,42.85,4009
Australia,9,Andrew Tye,c †Buttler b Plunkett,19,20,27,2,1,95.00,4009
Australia,10,Kane Richardson,c Root b Wood,1,10,14,0,0,10.00,4009
Australia,11,Billy Stanlake,not out,0,3,9,0,0,0.00,4009
England,1,Jason Roy,b Stanlake,0,2,3,0,0,0.00,4009
England,2,Jonny Bairstow,c Head b Richardson,28,23,32,6,0,121.73,4009
England,3,Alex Hales,lbw b Neser,5,10,14,1,0,50.00,4009
England,4,Joe Root,c †Paine b Stanlake,50,71,111,4,0,70.42,4009
England,5,Eoin Morgan (c),c †Paine b Tye,69,74,80,11,0,93.24,4009
England,6,Jos Buttler †,c Richardson b Tye,9,11,9,2,0,81.81,4009
England,7,Moeen Ali,c sub (DJM Short) b Neser,17,17,35,3,0,100.00,4009
England,8,David Willey,not out,35,41,49,5,1,85.36,4009
England,9,Liam Plunkett,not out,3,15,20,0,0,20.00,4009
England,1,Jason Roy,c †Paine b Tye,120,108,156,12,2,111.11,4010
England,2,Jonny Bairstow,c †Paine b KW Richardson,42,24,36,8,1,175.00,4010
England,3,Alex Hales,b JA Richardson,26,38,39,3,0,68.42,4010
England,4,Joe Root,c Short b Stoinis,22,24,40,2,0,91.66,4010
England,5,Jos Buttler (c)†,not out,91,70,102,8,2,130.00,4010
England,6,Sam Billings,b Tye,11,18,27,0,0,61.11,4010
England,7,Moeen Ali,c Agar b JA Richardson,8,6,11,1,0,133.33,4010
England,8,David Willey,c & b KW Richardson,11,10,17,2,0,110.00,4010
England,9,Liam Plunkett,run out (Short/Tye),1,2,4,0,0,50.00,4010
England,10,Adil Rashid,not out,0,0,2,0,0,-,4010
Australia,1,Travis Head,c Hales b Wood,19,15,17,3,1,126.66,4010
Australia,2,D'Arcy Short,c Root b Ali,21,33,61,2,0,63.63,4010
Australia,3,Shaun Marsh,b Plunkett,131,116,178,10,3,112.93,4010
Australia,4,Marcus Stoinis,b Plunkett,9,18,21,0,0,50.00,4010
Australia,5,Aaron Finch,lbw b Rashid,0,4,6,0,0,0.00,4010
Australia,6,Glenn Maxwell,c Willey b Ali,31,34,38,4,0,91.17,4010
Australia,7,Ashton Agar,st †Buttler b Rashid,46,42,50,7,0,109.52,4010
Australia,8,Tim Paine (c)†,c Rashid b Plunkett,15,11,16,1,0,136.36,4010
Australia,9,Andrew Tye,c Billings b Rashid,10,6,9,1,0,166.66,4010
Australia,10,Jhye Richardson,c Roy b Plunkett,2,3,10,0,0,66.66,4010
Australia,11,Kane Richardson,not out,0,1,3,0,0,0.00,4010
England,1,Jason Roy,run out (Short/†Paine),82,61,-,7,4,134.42,4011
England,2,Jonny Bairstow,c Richardson b Agar,139,92,-,15,5,151.08,4011
England,3,Alex Hales,c Agar b Richardson,147,92,-,16,5,159.78,4011
England,4,Jos Buttler †,c Finch b Richardson,11,12,-,0,1,91.66,4011
England,5,Eoin Morgan (c),c †Paine b Richardson,67,30,-,3,6,223.33,4011
England,6,Moeen Ali,run out (†Paine),11,9,-,0,0,122.22,4011
England,7,Joe Root,not out,4,6,-,0,0,66.66,4011
England,8,David Willey,not out,1,1,-,0,0,100.00,4011
Australia,1,D'Arcy Short,c Ali b Willey,15,12,-,1,1,125.00,4011
Australia,2,Travis Head,c & b Ali,51,39,-,7,0,130.76,4011
Australia,3,Shaun Marsh,c Plunkett b Ali,24,30,-,0,1,80.00,4011
Australia,4,Marcus Stoinis,run out (Bairstow/†Buttler),44,37,-,4,1,118.91,4011
Australia,5,Aaron Finch,b Rashid,20,19,-,0,2,105.26,4011
Australia,6,Glenn Maxwell,c Plunkett b Willey,19,19,-,1,1,100.00,4011
Australia,7,Tim Paine (c)†,c Hales b Rashid,5,9,-,0,0,55.55,4011
Australia,8,Ashton Agar,c & b Rashid,25,23,-,2,1,108.69,4011
Australia,9,Jhye Richardson,st †Buttler b Ali,14,25,-,0,0,56.00,4011
Australia,10,Andrew Tye,not out,5,5,-,0,0,100.00,4011
Australia,11,Billy Stanlake,st †Buttler b Rashid,1,4,-,0,0,25.00,4011
Australia,1,Aaron Finch,lbw b Wood,100,106,-,6,3,94.33,4012
Australia,2,Travis Head,c Willey b Rashid,63,64,-,9,0,98.43,4012
Australia,3,Shaun Marsh,c Overton b Willey,101,92,-,5,4,109.78,4012
Australia,4,Marcus Stoinis,b Wood,1,2,-,0,0,50.00,4012
Australia,5,Ashton Agar,c †Buttler b Rashid,19,15,-,3,0,126.66,4012
Australia,6,Alex Carey,c Overton b Willey,6,5,-,1,0,120.00,4012
Australia,7,Tim Paine (c)†,lbw b Willey,3,5,-,0,0,60.00,4012
Australia,8,Michael Neser,c †Buttler b Willey,2,2,-,0,0,100.00,4012
Australia,9,Jhye Richardson,not out,5,6,-,0,0,83.33,4012
Australia,10,Nathan Lyon,not out,3,3,-,0,0,100.00,4012
England,1,Jason Roy,c Marsh b Lyon,101,83,-,12,2,121.68,4012
England,2,Jonny Bairstow,c †Paine b Stanlake,79,66,-,10,0,119.69,4012
England,3,Alex Hales,not out,34,45,-,3,0,75.55,4012
England,4,Joe Root,b Agar,27,35,-,2,1,77.14,4012
England,5,Eoin Morgan (c),c †Paine b Agar,15,11,-,2,0,136.36,4012
England,6,Jos Buttler †,not out,54,29,-,9,1,186.20,4012
Australia,1,Aaron Finch,b Ali,22,17,-,3,1,129.41,4013
Australia,2,Travis Head,c Morgan b Plunkett,56,42,-,9,0,133.33,4013
Australia,3,Marcus Stoinis,c Ball b Ali,0,2,-,0,0,0.00,4013
Australia,4,Shaun Marsh,st †Buttler b Ali,8,12,-,0,0,66.66,4013
Australia,5,Alex Carey,c †Buttler b Curran,44,40,-,5,1,110.00,4013
Australia,6,Tim Paine (c)†,run out (†Buttler),1,2,-,0,0,50.00,4013
Australia,7,D'Arcy Short,not out,47,52,-,4,0,90.38,4013
Australia,8,Ashton Agar,b Curran,0,2,-,0,0,0.00,4013
Australia,9,Kane Richardson,run out (Ali/†Buttler),14,16,-,0,1,87.50,4013
Australia,10,Nathan Lyon,lbw b Rashid,1,10,-,0,0,10.00,4013
Australia,11,Billy Stanlake,b Ali,2,13,-,0,0,15.38,4013
England,1,Jason Roy,b Agar,1,3,-,0,0,33.33,4013
England,2,Jonny Bairstow,b Stanlake,12,20,-,1,0,60.00,4013
England,3,Alex Hales,c †Paine b Richardson,20,29,-,3,0,68.96,4013
England,4,Joe Root,c Marsh b Stanlake,1,3,-,0,0,33.33,4013
England,5,Eoin Morgan (c),b Stanlake,0,4,-,0,0,0.00,4013
England,6,Jos Buttler †,not out,110,122,-,12,1,90.16,4013
England,7,Moeen Ali,c Lyon b Stoinis,16,31,-,0,0,51.61,4013
England,8,Sam Curran,c †Paine b Richardson,15,21,-,1,1,71.42,4013
England,9,Liam Plunkett,c †Paine b Richardson,0,1,-,0,0,0.00,4013
England,10,Adil Rashid,c Stanlake b Stoinis,20,47,-,0,0,42.55,4013
England,11,Jake Ball,not out,1,10,-,0,0,10.00,4013
England,1,Jason Roy,c Yadav b Kuldeep Yadav,38,35,-,6,0,108.57,4014
England,2,Jonny Bairstow,lbw b Kuldeep Yadav,38,35,-,5,1,108.57,4014
England,3,Joe Root,lbw b Kuldeep Yadav,3,6,-,0,0,50.00,4014
England,4,Eoin Morgan (c),c Raina b Chahal,19,20,-,2,1,95.00,4014
England,5,Ben Stokes,c Kaul b Kuldeep Yadav,50,103,-,2,0,48.54,4014
England,6,Jos Buttler †,c †Dhoni b Kuldeep Yadav,53,51,-,5,0,103.92,4014
England,7,Moeen Ali,c Kohli b Yadav,24,23,-,2,1,104.34,4014
England,8,David Willey,c Rahul b Kuldeep Yadav,1,4,-,0,0,25.00,4014
England,9,Adil Rashid,c Pandya b Yadav,22,16,-,1,1,137.50,4014
England,10,Liam Plunkett,run out (Raina/†Dhoni),10,6,-,1,0,166.66,4014
England,11,Mark Wood,not out,0,0,-,0,0,-,4014
India,1,Rohit Sharma,not out,137,114,-,15,4,120.17,4014
India,2,Shikhar Dhawan,c Rashid b Ali,40,27,-,8,0,148.14,4014
India,3,Virat Kohli (c),st †Buttler b Rashid,75,82,-,7,0,91.46,4014
India,4,KL Rahul,not out,9,18,-,0,0,50.00,4014
Pakistan,1,Imam-ul-Haq,c Musakanda b Muzarabani,128,134,188,11,0,95.52,4015
Pakistan,2,Fakhar Zaman,c & b Roche,60,70,94,7,0,85.71,4015
Pakistan,3,Babar Azam,c Chibhabha b WP Masakadza,30,34,31,3,0,88.23,4015
Pakistan,4,Shoaib Malik,c †Murray b Tiripano,22,22,42,0,1,100.00,4015
Pakistan,5,Asif Ali,c Tiripano b Chatara,46,25,32,4,2,184.00,4015
Pakistan,6,Faheem Ashraf,c Chari b Chatara,0,1,10,0,0,0.00,4015
Pakistan,7,Sarfaraz Ahmed (c)†,not out,13,9,15,1,0,144.44,4015
Pakistan,8,Hasan Ali,c Musakanda b Tiripano,0,2,3,0,0,0.00,4015
Pakistan,9,Shadab Khan,not out,2,3,7,0,0,66.66,4015
Zimbabwe,1,Brian Chari,c Fakhar Zaman b Usman Shinwari,2,4,6,0,0,50.00,4015
Zimbabwe,2,Chamu Chibhabha,b Hasan Ali,20,38,68,1,0,52.63,4015
Zimbabwe,3,Hamilton Masakadza (c),c Fakhar Zaman b Usman Shinwari,7,15,12,1,0,46.66,4015
Zimbabwe,4,Tarisai Musakanda,c Shoaib Malik b Faheem Ashraf,21,20,35,4,0,105.00,4015
Zimbabwe,5,Peter Moor,c Babar Azam b Faheem Ashraf,2,8,17,0,0,25.00,4015
Zimbabwe,6,Ryan Murray †,not out,32,48,69,1,0,66.66,4015
Zimbabwe,7,Donald Tiripano,b Shadab Khan,12,31,29,1,0,38.70,4015
Zimbabwe,8,Liam Roche,c Faheem Ashraf b Shadab Khan,4,9,10,0,0,44.44,4015
Zimbabwe,9,Wellington Masakadza,b Shadab Khan,0,8,5,0,0,0.00,4015
Zimbabwe,10,Tendai Chatara,c †Sarfaraz Ahmed b Mohammad Amir,5,21,17,0,0,23.80,4015
Zimbabwe,11,Blessing Muzarabani,b Shadab Khan,0,8,5,0,0,0.00,4015
England,1,Jason Roy,c Yadav b Kuldeep Yadav,40,42,-,4,1,95.23,4016
England,2,Jonny Bairstow,b Kuldeep Yadav,38,31,-,5,1,122.58,4016
England,3,Joe Root,not out,113,116,-,8,1,97.41,4016
England,4,Eoin Morgan (c),c Dhawan b Kuldeep Yadav,53,51,-,4,1,103.92,4016
England,5,Ben Stokes,c †Dhoni b Pandya,5,8,-,0,0,62.50,4016
England,6,Jos Buttler †,c †Dhoni b Yadav,4,7,-,0,0,57.14,4016
England,7,Moeen Ali,c Sharma b Chahal,13,16,-,1,0,81.25,4016
England,8,David Willey,run out (†Dhoni),50,31,-,5,1,161.29,4016
India,1,Rohit Sharma,b Wood,15,26,-,2,0,57.69,4016
India,2,Shikhar Dhawan,c Stokes b Willey,36,30,-,6,0,120.00,4016
India,3,Virat Kohli (c),lbw b Ali,45,56,-,2,0,80.35,4016
India,4,KL Rahul,c †Buttler b Plunkett,0,2,-,0,0,0.00,4016
India,5,Suresh Raina,b Rashid,46,63,-,1,0,73.01,4016
India,6,MS Dhoni †,c Stokes b Plunkett,37,59,-,2,0,62.71,4016
India,7,Hardik Pandya,c †Buttler b Plunkett,21,22,-,1,0,95.45,4016
India,8,Umesh Yadav,st †Buttler b Rashid,0,2,-,0,0,0.00,4016
India,9,Kuldeep Yadav,not out,8,26,-,0,0,30.76,4016
India,10,Siddarth Kaul,lbw b Plunkett,1,2,-,0,0,50.00,4016
India,11,Yuzvendra Chahal,c Stokes b Willey,12,12,-,2,0,100.00,4016
Zimbabwe,1,Brian Chari,c †Sarfaraz Ahmed b Usman Shinwari,1,15,16,0,0,6.66,4017
Zimbabwe,2,Chamu Chibhabha,c †Sarfaraz Ahmed b Usman Shinwari,7,17,33,1,0,41.17,4017
Zimbabwe,3,Hamilton Masakadza (c),c Asif Ali b Shoaib Malik,59,75,117,5,2,78.66,4017
Zimbabwe,4,Tarisai Musakanda,lbw b Hasan Ali,24,34,53,2,0,70.58,4017
Zimbabwe,5,Peter Moor,c Shoaib Malik b Hasan Ali,50,86,114,2,2,58.13,4017
Zimbabwe,6,Ryan Murray †,b Hasan Ali,16,26,34,2,0,61.53,4017
Zimbabwe,7,Donald Tiripano,b Usman Shinwari,13,20,25,1,0,65.00,4017
Zimbabwe,8,Liam Roche,lbw b Usman Shinwari,0,1,1,0,0,0.00,4017
Zimbabwe,9,Wellington Masakadza,run out (Hasan Ali),12,13,18,1,0,92.30,4017
Zimbabwe,10,Tendai Chatara,run out (Fakhar Zaman),1,5,8,0,0,20.00,4017
Zimbabwe,11,Blessing Muzarabani,not out,1,4,5,0,0,25.00,4017
Pakistan,1,Imam-ul-Haq,run out (Muzarabani),44,51,87,4,0,86.27,4017
Pakistan,2,Fakhar Zaman,not out,117,129,144,16,0,90.69,4017
Pakistan,3,Babar Azam,not out,29,36,56,1,0,80.55,4017
India,1,Rohit Sharma,c Wood b Willey,2,18,24,0,0,11.11,4018
India,2,Shikhar Dhawan,run out (Stokes),44,49,75,7,0,89.79,4018
India,3,Virat Kohli (c),b Rashid,71,72,98,8,0,98.61,4018
India,4,Dinesh Karthik,b Rashid,21,22,26,3,0,95.45,4018
India,5,MS Dhoni †,c †Buttler b Willey,42,66,90,4,0,63.63,4018
India,6,Suresh Raina,c Root b Rashid,1,4,7,0,0,25.00,4018
India,7,Hardik Pandya,c †Buttler b Wood,21,21,29,2,0,100.00,4018
India,8,Bhuvneshwar Kumar,c Bairstow b Willey,21,35,54,1,0,60.00,4018
India,9,Shardul Thakur,not out,22,13,21,0,2,169.23,4018
England,1,James Vince,run out (Pandya/†Dhoni),27,27,41,5,0,100.00,4018
England,2,Jonny Bairstow,c Raina b Thakur,30,13,20,7,0,230.76,4018
England,3,Joe Root,not out,100,120,155,10,0,83.33,4018
England,4,Eoin Morgan (c),not out,88,108,134,9,1,81.48,4018
Zimbabwe,1,Prince Masvaure,c †Sarfaraz Ahmed b Usman Shinwari,1,7,5,0,0,14.28,4019
Zimbabwe,2,Chamu Chibhabha,lbw b Faheem Ashraf,16,28,57,2,0,57.14,4019
Zimbabwe,3,Hamilton Masakadza (c),c Yasir Shah b Junaid Khan,10,20,26,1,0,50.00,4019
Zimbabwe,4,Tarisai Musakanda,c †Sarfaraz Ahmed b Junaid Khan,0,4,9,0,0,0.00,4019
Zimbabwe,5,Peter Moor,c Babar Azam b Faheem Ashraf,1,5,6,0,0,20.00,4019
Zimbabwe,6,Ryan Murray †,b Faheem Ashraf,8,16,36,1,0,50.00,4019
Zimbabwe,7,Elton Chigumbura,c †Sarfaraz Ahmed b Faheem Ashraf,9,11,9,2,0,81.81,4019
Zimbabwe,8,Tendai Chisoro,b Yasir Shah,0,2,3,0,0,0.00,4019
Zimbabwe,9,Wellington Masakadza,not out,10,32,47,1,0,31.25,4019
Zimbabwe,10,Blessing Muzarabani,lbw b Shadab Khan,4,23,28,1,0,17.39,4019
Zimbabwe,11,Richard Ngarava,b Faheem Ashraf,1,3,3,0,0,33.33,4019
Pakistan,1,Imam-ul-Haq,c †Murray b Muzarabani,0,1,1,0,0,0.00,4019
Pakistan,2,Fakhar Zaman,not out,43,24,51,8,0,179.16,4019
Pakistan,3,Babar Azam,not out,19,34,49,3,0,55.88,4019
Pakistan,1,Imam-ul-Haq,c Musakanda b WP Masakadza,113,122,180,8,0,92.62,4020
Pakistan,2,Fakhar Zaman,not out,210,156,221,24,5,134.61,4020
Pakistan,3,Asif Ali,not out,50,22,40,5,3,227.27,4020
Zimbabwe,1,Hamilton Masakadza (c),c Babar Azam b Junaid Khan,22,24,31,2,2,91.66,4020
Zimbabwe,2,Tinashe Kamunhukamwe,c & b Usman Shinwari,3,8,16,0,0,37.50,4020
Zimbabwe,3,Tarisai Musakanda,c Faheem Ashraf b Usman Shinwari,10,4,10,0,1,250.00,4020
Zimbabwe,4,Ryan Murray †,c †Sarfaraz Ahmed b Faheem Ashraf,5,18,34,0,0,27.77,4020
Zimbabwe,5,Peter Moor,c Junaid Khan b Shadab Khan,20,43,51,1,0,46.51,4020
Zimbabwe,6,Elton Chigumbura,lbw b Faheem Ashraf,37,69,76,0,1,53.62,4020
Zimbabwe,7,Donald Tiripano,b Shadab Khan,44,71,73,5,0,61.97,4020
Zimbabwe,8,Wellington Masakadza,lbw b Shadab Khan,2,7,10,0,0,28.57,4020
Zimbabwe,9,Tendai Chisoro,c Usman Shinwari b Shoaib Malik,1,3,8,0,0,33.33,4020
Zimbabwe,10,Blessing Muzarabani,not out,1,1,6,0,0,100.00,4020
Zimbabwe,11,Richard Ngarava,lbw b Shadab Khan,1,8,4,0,0,12.50,4020
Pakistan,1,Imam-ul-Haq,lbw b WP Masakadza,110,105,158,8,1,104.76,4021
Pakistan,2,Fakhar Zaman,c †Murray b Roche,85,83,107,10,1,102.40,4021
Pakistan,3,Babar Azam,not out,106,76,111,9,2,139.47,4021
Pakistan,4,Shoaib Malik,lbw b Chatara,18,15,20,2,0,120.00,4021
Pakistan,5,Asif Ali,c Chatara b Mpofu,18,16,19,0,2,112.50,4021
Pakistan,6,Sarfaraz Ahmed (c)†,not out,6,6,18,0,0,100.00,4021
Zimbabwe,1,Hamilton Masakadza (c),b Hasan Ali,34,46,60,3,2,73.91,4021
Zimbabwe,2,Tinashe Kamunhukamwe,c Imam-ul-Haq b Mohammad Nawaz,34,41,58,3,2,82.92,4021
Zimbabwe,3,Prince Masvaure,c Asif Ali b Hasan Ali,39,53,63,2,0,73.58,4021
