teamInnings,Batting Position,Batsman Name,Dismissal,Runs,Balls,M,4s,6s,Strike Rate,Match id
Sri Lanka,3,Kumar Sangakkara †,c Anamul Haque b Abdur Razzak,48,49,67,5,0,97.95,3352
Sri Lanka,4,Thisara Perera,b Abdur Razzak,4,8,9,0,0,50.00,3352
Sri Lanka,5,Angelo Mathews (c),st †Mushfiqur Rahim b Abdur Razzak,6,9,11,0,0,66.66,3352
Sri Lanka,6,Jeevan Mendis,b Sohag Gazi,5,7,4,1,0,71.42,3352
Sri Lanka,7,Dinesh Chandimal,b Ziaur Rahman,0,5,7,0,0,0.00,3352
Sri Lanka,8,Lahiru Thirimanne,not out,25,15,34,1,2,166.66,3352
Sri Lanka,9,Nuwan Kulasekara,lbw b Abdur Razzak,11,10,13,0,1,110.00,3352
Sri Lanka,10,Sachithra Senanayake,b Abdur Razzak,0,1,1,0,0,0.00,3352
Sri Lanka,11,Lasith Malinga,not out,5,3,4,1,0,166.66,3352
Bangladesh,1,Anamul Haque,c Chandimal b Mathews,40,46,65,5,0,86.95,3352
Bangladesh,2,Mohammad Ashraful,lbw b Senanayake,29,38,51,5,0,76.31,3352
Bangladesh,3,Jahurul Islam,c †Sangakkara b Mathews,26,18,26,4,0,144.44,3352
Bangladesh,4,Mushfiqur Rahim (c)†,run out (NLTC Perera),9,8,20,1,0,112.50,3352
Bangladesh,5,Nasir Hossain,not out,33,27,48,6,0,122.22,3352
Bangladesh,6,Mahmudullah,lbw b Senanayake,6,7,11,0,0,85.71,3352
Bangladesh,7,Mominul Haque,c †Sangakkara b Malinga,11,9,15,1,0,122.22,3352
Bangladesh,8,Ziaur Rahman,c NLTC Perera b Malinga,0,2,3,0,0,0.00,3352
Bangladesh,9,Sohag Gazi,not out,4,1,7,1,0,400.00,3352
Bangladesh,1,Tamim Iqbal,c †Taylor b SW Masakadza,27,49,56,3,0,55.10,3353
Bangladesh,2,Mohammad Ashraful,c Utseya b SW Masakadza,29,41,67,4,0,70.73,3353
Bangladesh,3,Mominul Haque,c †Taylor b Chatara,38,66,94,3,0,57.57,3353
Bangladesh,4,Mushfiqur Rahim (c)†,c †Taylor b SW Masakadza,5,13,25,0,0,38.46,3353
Bangladesh,5,Shakib Al Hasan,run out (Waller),1,3,3,0,0,33.33,3353
Bangladesh,6,Nasir Hossain,c Waller b Panyangara,68,67,81,7,1,101.49,3353
Bangladesh,7,Mahmudullah,b SW Masakadza,36,38,57,3,0,94.73,3353
Bangladesh,8,Ziaur Rahman,c Chakabva b Chatara,12,10,14,2,0,120.00,3353
Bangladesh,9,Abdur Razzak,not out,16,11,18,1,0,145.45,3353
Bangladesh,10,Shafiul Islam,not out,1,2,3,0,0,50.00,3353
Zimbabwe,1,Hamilton Masakadza,lbw b Ziaur Rahman,38,53,86,3,1,71.69,3353
Zimbabwe,2,Regis Chakabva,b Shafiul Islam,1,7,7,0,0,14.28,3353
Zimbabwe,3,Sikandar Raza,b Shafiul Islam,3,6,7,0,0,50.00,3353
Zimbabwe,4,Brendan Taylor (c)†,b Abdur Razzak,33,37,47,4,0,89.18,3353
Zimbabwe,5,Sean Williams,run out (Abdur Razzak/†Mushfiqur Rahim),10,11,19,1,0,90.90,3353
Zimbabwe,6,Malcolm Waller,b Ziaur Rahman,19,38,54,1,0,50.00,3353
Zimbabwe,7,Elton Chigumbura,b Ziaur Rahman,0,3,3,0,0,0.00,3353
Zimbabwe,8,Prosper Utseya,c Mominul Haque b Ziaur Rahman,0,4,9,0,0,0.00,3353
Zimbabwe,9,Shingi Masakadza,lbw b Robiul Islam,33,33,46,3,2,100.00,3353
Zimbabwe,10,Tinashe Panyangara,lbw b Ziaur Rahman,0,1,3,0,0,0.00,3353
Zimbabwe,11,Tendai Chatara,not out,0,2,4,0,0,0.00,3353
Bangladesh,1,Tamim Iqbal,c †Taylor b Chatara,6,14,11,1,0,42.85,3354
Bangladesh,2,Mohammad Ashraful,c †Taylor b Jarvis,8,12,28,0,0,66.66,3354
Bangladesh,3,Mominul Haque,c Jarvis b Chigumbura,24,55,81,2,0,43.63,3354
Bangladesh,4,Mushfiqur Rahim (c)†,lbw b Chigumbura,26,35,39,3,0,74.28,3354
Bangladesh,5,Shakib Al Hasan,lbw b Utseya,34,35,61,2,0,97.14,3354
Bangladesh,6,Nasir Hossain,c †Taylor b Chatara,36,53,70,2,1,67.92,3354
Bangladesh,7,Mahmudullah,c Jarvis b Chigumbura,31,48,72,1,0,64.58,3354
Bangladesh,8,Ziaur Rahman,c †Taylor b SW Masakadza,12,20,25,1,0,60.00,3354
Bangladesh,9,Abdur Razzak,not out,53,22,32,4,5,240.90,3354
Bangladesh,10,Shafiul Islam,run out (Jarvis/SW Masakadza),4,6,9,0,0,66.66,3354
Bangladesh,11,Robiul Islam,not out,0,1,10,0,0,0.00,3354
Zimbabwe,1,Hamilton Masakadza,b Shafiul Islam,15,15,20,3,0,100.00,3354
Zimbabwe,2,Vusi Sibanda,lbw b Shakib Al Hasan,49,51,67,7,0,96.07,3354
Zimbabwe,3,Sikandar Raza,c Shakib Al Hasan b Shafiul Islam,23,36,48,3,0,63.88,3354
Zimbabwe,4,Brendan Taylor (c)†,c Mominul Haque b Ziaur Rahman,37,60,66,3,0,61.66,3354
Zimbabwe,5,Sean Williams,not out,78,75,127,6,1,104.00,3354
Zimbabwe,6,Malcolm Waller,not out,39,50,65,4,0,78.00,3354
Bangladesh,1,Tamim Iqbal,c †Taylor b Chatara,32,70,94,2,1,45.71,3355
Bangladesh,2,Mohammad Ashraful,c Sibanda b Vitori,5,7,13,1,0,71.42,3355
Bangladesh,3,Jahurul Islam,b Vitori,0,1,1,0,0,0.00,3355
Bangladesh,4,Mushfiqur Rahim (c)†,c Chatara b Utseya,32,41,68,2,1,78.04,3355
Bangladesh,5,Shakib Al Hasan,c Sibanda b Williams,18,23,31,2,0,78.26,3355
Bangladesh,6,Nasir Hossain,c †Taylor b Jarvis,63,74,76,4,0,85.13,3355
Bangladesh,7,Mahmudullah,not out,75,73,91,5,2,102.73,3355
Bangladesh,8,Ziaur Rahman,c Masakadza b Chatara,5,4,4,1,0,125.00,3355
Bangladesh,9,Abdur Razzak,c †Taylor b Jarvis,4,5,13,0,0,80.00,3355
Bangladesh,10,Shafiul Islam,run out (Sibanda/†Taylor),1,4,17,0,0,25.00,3355
Zimbabwe,1,Vusi Sibanda,not out,103,135,200,9,2,76.29,3355
Zimbabwe,2,Hamilton Masakadza,c †Mushfiqur Rahim b Robiul Islam,41,46,64,6,1,89.13,3355
Zimbabwe,3,Sikandar Raza,c Nasir Hossain b Ziaur Rahman,37,52,60,4,0,71.15,3355
Zimbabwe,4,Brendan Taylor (c)†,c †Mushfiqur Rahim b Mahmudullah,2,5,6,0,0,40.00,3355
Zimbabwe,5,Sean Williams,not out,55,46,65,6,1,119.56,3355
Pakistan,1,Imran Farhat,b Machan,46,70,-,4,0,65.71,3356
Pakistan,2,Nasir Jamshed,c Mommsen b Taylor,20,35,-,2,0,57.14,3356
Pakistan,3,Mohammad Hafeez,c Davey b Haq,18,26,-,2,0,69.23,3356
Pakistan,4,Asad Shafiq,b Haq,9,19,-,0,0,47.36,3356
Pakistan,5,Misbah-ul-Haq (c),not out,83,80,-,2,3,103.75,3356
Pakistan,6,Umar Amin,c Taylor b Haq,3,12,-,0,0,25.00,3356
Pakistan,7,Kamran Akmal †,lbw b Carter,12,20,-,0,0,60.00,3356
Pakistan,8,Saeed Ajmal,b Wardlaw,28,28,-,3,0,100.00,3356
Pakistan,9,Ehsan Adil,not out,5,10,-,0,0,50.00,3356
Scotland,1,Kyle Coetzer (c),c †Kamran Akmal b Mohammad Hafeez,32,60,-,3,0,53.33,3356
Scotland,2,Neil Carter,b Junaid Khan,0,6,-,0,0,0.00,3356
Scotland,3,Josh Davey,c †Kamran Akmal b Ehsan Adil,20,23,-,3,0,86.95,3356
Scotland,4,Matt Machan,b Mohammad Irfan,11,19,-,1,0,57.89,3356
Scotland,5,Moneeb Iqbal,run out (Saeed Ajmal),10,42,-,0,0,23.80,3356
Scotland,6,Preston Mommsen,st †Kamran Akmal b Saeed Ajmal,15,34,-,1,0,44.11,3356
Scotland,7,Richie Berrington,c Asad Shafiq b Saeed Ajmal,10,14,-,1,0,71.42,3356
Scotland,8,David Murphy †,lbw b Junaid Khan,7,20,-,0,0,35.00,3356
Scotland,9,Rob Taylor,lbw b Saeed Ajmal,13,13,-,3,0,100.00,3356
Scotland,10,Majid Haq,lbw b Junaid Khan,0,1,-,0,0,0.00,3356
Scotland,11,Iain Wardlaw,not out,4,7,-,1,0,57.14,3356
Pakistan,1,Imran Farhat,c Stirling b Cusack,9,34,-,0,0,26.47,3357
Pakistan,2,Nasir Jamshed,c Murtagh b KJ O'Brien,20,39,-,0,1,51.28,3357
Pakistan,3,Mohammad Hafeez,not out,122,113,-,12,2,107.96,3357
Pakistan,4,Asad Shafiq,c Johnston b Cusack,84,89,-,9,0,94.38,3357
Pakistan,5,Misbah-ul-Haq (c),run out (Porterfield),0,0,-,0,0,-,3357
Pakistan,6,Kamran Akmal †,b KJ O'Brien,13,6,-,3,0,216.66,3357
Pakistan,7,Shoaib Malik,not out,1,1,-,0,0,100.00,3357
Ireland,1,William Porterfield (c),c Asad Shafiq b Mohammad Hafeez,19,38,-,2,0,50.00,3357
Ireland,2,Paul Stirling,c sub (Umar Amin) b Mohammad Irfan,103,107,-,12,1,96.26,3357
Ireland,3,Ed Joyce,b Mohammad Hafeez,32,59,-,1,1,54.23,3357
Ireland,4,Kevin O'Brien,not out,84,47,-,11,2,178.72,3357
Ireland,5,Gary Wilson †,b Junaid Khan,11,16,-,1,0,68.75,3357
Ireland,6,Niall O'Brien,c Mohammad Irfan b Junaid Khan,4,6,-,0,0,66.66,3357
Ireland,7,Trent Johnston,not out,7,9,-,1,0,77.77,3357
Ireland,1,William Porterfield (c),c †Kamran Akmal b Asad Ali,1,13,-,0,0,7.69,3358
Ireland,2,Paul Stirling,c Asad Shafiq b Junaid Khan,0,3,-,0,0,0.00,3358
Ireland,3,Ed Joyce,not out,116,132,-,12,1,87.87,3358
Ireland,4,Niall O'Brien,c †Kamran Akmal b Wahab Riaz,29,64,-,2,0,45.31,3358
Ireland,5,Gary Wilson †,c Mohammad Hafeez b Abdur Rehman,5,13,-,0,0,38.46,3358
Ireland,6,Kevin O'Brien,c Nasir Jamshed b Abdur Rehman,38,48,-,5,0,79.16,3358
Ireland,7,James Shannon,b Mohammad Hafeez,2,8,-,0,0,25.00,3358
Ireland,8,Trent Johnston,lbw b Abdur Rehman,1,2,-,0,0,50.00,3358
Ireland,9,Alex Cusack,c Asad Shafiq b Abdur Rehman,0,4,-,0,0,0.00,3358
Ireland,10,Tim Murtagh,c Misbah-ul-Haq b Junaid Khan,8,13,-,1,0,61.53,3358
Ireland,11,George Dockrell,not out,3,2,-,0,0,150.00,3358
Pakistan,1,Imran Farhat,c KJ O'Brien b Johnston,5,24,-,0,0,20.83,3358
Pakistan,2,Nasir Jamshed,lbw b Murtagh,0,11,-,0,0,0.00,3358
Pakistan,3,Mohammad Hafeez,c †Wilson b Murtagh,2,5,-,0,0,40.00,3358
Pakistan,4,Asad Shafiq,c KJ O'Brien b Johnston,4,11,-,0,0,36.36,3358
Pakistan,5,Misbah-ul-Haq (c),c & b Cusack,24,46,-,4,0,52.17,3358
Pakistan,6,Shoaib Malik,lbw b Dockrell,43,58,-,6,0,74.13,3358
Pakistan,7,Kamran Akmal †,c Porterfield b KJ O'Brien,81,85,-,11,2,95.29,3358
Pakistan,8,Abdur Rehman,c KJ O'Brien b Cusack,7,12,-,1,0,58.33,3358
Pakistan,9,Wahab Riaz,not out,47,35,-,4,4,134.28,3358
Pakistan,10,Junaid Khan,not out,2,5,-,0,0,40.00,3358
South Africa,1,Hashim Amla,c †Barresi b van Meekeren,20,23,31,2,0,86.95,3359
South Africa,2,Alviro Petersen,c Borren b Mudassar Bukhari,6,9,9,1,0,66.66,3359
South Africa,3,Colin Ingram,c Ahsan Malik b Mudassar Bukhari,82,107,110,7,1,76.63,3359
South Africa,4,Jean-Paul Duminy,not out,150,122,143,5,8,122.95,3359
South Africa,5,Faf du Plessis,not out,62,40,55,2,5,155.00,3359
Netherlands,1,Stephan Myburgh,c du Plessis b Behardien,27,27,34,4,1,100.00,3359
Netherlands,2,Eric Szwarczynski,run out (Behardien),98,116,168,11,0,84.48,3359
Netherlands,3,Wesley Barresi †,lbw b Duminy,0,3,4,0,0,0.00,3359
Netherlands,4,Tom Cooper,lbw b Peterson,14,30,39,1,0,46.66,3359
Netherlands,5,Daan van Bunge,c du Plessis b Behardien,3,7,11,0,0,42.85,3359
Netherlands,6,Peter Borren (c),c du Plessis b Peterson,48,42,43,7,0,114.28,3359
Netherlands,7,Tom de Grooth,b Kleinveldt,8,15,21,1,0,53.33,3359
Netherlands,8,Mudassar Bukhari,c †de Villiers b Peterson,22,24,29,3,0,91.66,3359
Netherlands,9,Pieter Seelaar,c McLaren b Peterson,2,7,6,0,0,28.57,3359
Netherlands,10,Paul van Meekeren,not out,15,17,26,1,0,88.23,3359
Netherlands,11,Ahsan Malik,not out,10,15,19,1,0,66.66,3359
England,1,Alastair Cook (c),c †Ronchi b Southee,30,45,60,5,0,66.66,3360
England,2,Ian Bell,c †Ronchi b Southee,18,26,46,3,0,69.23,3360
England,3,Jonathan Trott,c Taylor b NL McCullum,37,53,84,3,0,69.81,3360
England,4,Joe Root,b NL McCullum,30,40,58,1,0,75.00,3360
England,5,Eoin Morgan,c †Ronchi b McClenaghan,6,9,15,1,0,66.66,3360
England,6,Jos Buttler †,c McClenaghan b Williamson,14,25,41,1,0,56.00,3360
England,7,Chris Woakes,c Guptill b Mills,36,53,59,2,0,67.92,3360
England,8,Tim Bresnan,b Southee,25,32,41,2,0,78.12,3360
England,9,Graeme Swann,c NL McCullum b McClenaghan,15,14,29,2,0,107.14,3360
England,10,James Anderson,not out,5,4,9,1,0,125.00,3360
New Zealand,1,Luke Ronchi †,c Swann b Anderson,0,3,2,0,0,0.00,3360
New Zealand,2,Martin Guptill,not out,103,123,202,8,4,83.73,3360
New Zealand,3,Kane Williamson,c †Buttler b Anderson,0,2,3,0,0,0.00,3360
New Zealand,4,Ross Taylor,c †Buttler b Anderson,54,77,99,9,0,70.12,3360
New Zealand,5,Grant Elliott,b Swann,27,43,52,2,0,62.79,3360
New Zealand,6,Brendon McCullum (c),c Morgan b Dernbach,5,12,16,0,0,41.66,3360
New Zealand,7,James Franklin,not out,16,21,31,2,0,76.19,3360
New Zealand,1,Martin Guptill,not out,189,155,216,19,2,121.93,3361
New Zealand,2,Luke Ronchi †,b Anderson,2,9,13,0,0,22.22,3361
New Zealand,3,Kane Williamson,b Swann,55,63,87,3,0,87.30,3361
New Zealand,4,Ross Taylor,c Woakes b Anderson,60,54,72,3,2,111.11,3361
New Zealand,5,Brendon McCullum (c),not out,40,19,44,3,2,210.52,3361
England,1,Alastair Cook (c),b Mills,34,31,37,5,0,109.67,3361
England,2,Ian Bell,c Franklin b Bracewell,25,32,49,4,0,78.12,3361
England,3,Jonathan Trott,not out,109,104,169,5,1,104.80,3361
England,4,Joe Root,c Bracewell b NL McCullum,28,27,45,1,0,103.70,3361
England,5,Eoin Morgan,c †Ronchi b Elliott,21,23,32,2,0,91.30,3361
England,6,Jos Buttler †,c Guptill b McClenaghan,2,3,5,0,0,66.66,3361
England,7,Chris Woakes,st †Ronchi b Williamson,13,15,30,0,0,86.66,3361
England,8,Tim Bresnan,run out (Williamson),0,2,4,0,0,0.00,3361
England,9,Graeme Swann,b Williamson,1,5,6,0,0,20.00,3361
England,10,James Anderson,b McClenaghan,28,19,25,4,0,147.36,3361
England,11,Jade Dernbach,c Mills b McClenaghan,2,5,8,0,0,40.00,3361
England,1,Alastair Cook (c),lbw b McClenaghan,0,9,10,0,0,0.00,3362
England,2,Ian Bell,c NL McCullum b McClenaghan,82,96,146,6,1,85.41,3362
England,3,Jonathan Trott,lbw b McClenaghan,37,53,77,4,0,69.81,3362
England,4,Joe Root,run out (Guptill/†Ronchi),33,50,52,1,0,66.00,3362
England,5,Eoin Morgan,run out (Guptill),49,40,73,2,3,122.50,3362
England,6,Ravi Bopara,c Taylor b Williamson,28,38,43,0,0,73.68,3362
England,7,Jos Buttler †,not out,47,16,28,6,3,293.75,3362
England,8,Tim Bresnan,not out,0,0,4,0,0,-,3362
New Zealand,1,Luke Ronchi †,c Trott b Broad,22,17,24,4,0,129.41,3362
New Zealand,2,Martin Guptill,b Tredwell,38,36,41,6,1,105.55,3362
New Zealand,3,Kane Williamson,lbw b Root,19,28,41,1,0,67.85,3362
New Zealand,4,Ross Taylor,c Bresnan b Tredwell,71,84,148,2,3,84.52,3362
New Zealand,5,Colin Munro,c †Buttler b Bresnan,0,1,4,0,0,0.00,3362
New Zealand,6,Brendon McCullum (c),c †Buttler b Tredwell,6,12,17,1,0,50.00,3362
New Zealand,7,James Franklin,c Cook b Broad,7,19,20,0,0,36.84,3362
New Zealand,8,Nathan McCullum,c Broad b Bresnan,28,33,43,2,0,84.84,3362
New Zealand,9,Tim Southee,c Cook b Finn,15,15,17,3,0,100.00,3362
New Zealand,10,Kyle Mills,not out,28,23,42,2,1,121.73,3362
New Zealand,11,Mitchell McClenaghan,c Root b Finn,4,13,18,0,0,30.76,3362
India,1,Rohit Sharma,c Peterson b McLaren,65,81,96,8,1,80.24,3363
India,2,Shikhar Dhawan,c sub (AM Phangiso) b Duminy,114,94,159,12,1,121.27,3363
India,3,Virat Kohli,c Amla b Tsotsobe,31,41,46,2,0,75.60,3363
India,4,Dinesh Karthik,c †de Villiers b McLaren,14,15,21,1,1,93.33,3363
India,5,MS Dhoni (c)†,c du Plessis b Tsotsobe,27,26,42,3,0,103.84,3363
India,6,Suresh Raina,c Duminy b McLaren,9,6,11,0,1,150.00,3363
India,7,Ravindra Jadeja,not out,47,29,37,7,1,162.06,3363
India,8,Ravichandran Ashwin,run out (McLaren),10,10,15,1,0,100.00,3363
India,9,Bhuvneshwar Kumar,not out,0,0,-,0,0,-,3363
South Africa,1,Hashim Amla,c †Dhoni b Yadav,22,15,17,4,0,146.66,3363
South Africa,2,Colin Ingram,c Raina b Kumar,6,5,10,1,0,120.00,3363
South Africa,3,Robin Peterson,run out (Jadeja/†Dhoni),68,72,92,6,0,94.44,3363
South Africa,4,AB de Villiers (c)†,c Jadeja b Yadav,70,71,108,7,0,98.59,3363
South Africa,5,Jean-Paul Duminy,lbw b Jadeja,14,24,18,0,0,58.33,3363
South Africa,6,Faf du Plessis,c Raina b I Sharma,30,23,30,5,0,130.43,3363
South Africa,7,David Miller,run out (I Sharma/Raina/†Dhoni),0,0,3,0,0,-,3363
South Africa,8,Ryan McLaren,not out,71,61,79,11,1,116.39,3363
South Africa,9,Rory Kleinveldt,c †Dhoni b I Sharma,4,5,12,0,0,80.00,3363
South Africa,10,Lonwabo Tsotsobe,b Jadeja,3,14,10,0,0,21.42,3363
South Africa,11,Morne Morkel,b Kumar,8,11,31,1,0,72.72,3363
Pakistan,1,Imran Farhat,c DJ Bravo b Roach,2,6,2,0,0,33.33,3364
Pakistan,2,Nasir Jamshed,c Rampaul b Narine,50,93,127,5,0,53.76,3364
Pakistan,3,Mohammad Hafeez,b Roach,4,9,16,1,0,44.44,3364
Pakistan,4,Asad Shafiq,c Rampaul b Roach,0,4,8,0,0,0.00,3364
Pakistan,5,Misbah-ul-Haq (c),not out,96,127,187,5,3,75.59,3364
Pakistan,6,Shoaib Malik,c DJ Bravo b Narine,0,1,4,0,0,0.00,3364
Pakistan,7,Kamran Akmal †,c †Ramdin b Narine,2,8,12,0,0,25.00,3364
Pakistan,8,Wahab Riaz,run out (DJ Bravo),6,14,19,0,0,42.85,3364
Pakistan,9,Saeed Ajmal,run out (Pollard/Rampaul),2,3,8,0,0,66.66,3364
Pakistan,10,Junaid Khan,c Gayle b DJ Bravo,0,9,11,0,0,0.00,3364
Pakistan,11,Mohammad Irfan,c DJ Bravo b Rampaul,2,14,31,0,0,14.28,3364
West Indies,1,Chris Gayle,b Saeed Ajmal,39,47,80,4,1,82.97,3364
West Indies,2,Johnson Charles,c Wahab Riaz b Mohammad Irfan,9,14,12,2,0,64.28,3364
West Indies,3,Darren Bravo,c †Kamran Akmal b Mohammad Irfan,0,4,8,0,0,0.00,3364
West Indies,4,Marlon Samuels,st †Kamran Akmal b Mohammad Hafeez,30,57,93,3,0,52.63,3364
West Indies,5,Ramnaresh Sarwan,c †Kamran Akmal b Wahab Riaz,1,2,4,0,0,50.00,3364
West Indies,6,Kieron Pollard,c †Kamran Akmal b Wahab Riaz,30,58,78,3,1,51.72,3364
West Indies,7,Dwayne Bravo (c),lbw b Saeed Ajmal,19,36,57,0,0,52.77,3364
West Indies,8,Denesh Ramdin †,not out,11,14,29,1,0,78.57,3364
West Indies,9,Sunil Narine,c †Kamran Akmal b Mohammad Irfan,11,8,14,2,0,137.50,3364
West Indies,10,Kemar Roach,not out,5,6,7,1,0,83.33,3364
England,1,Alastair Cook (c),c †Wade b Watson,30,42,55,3,0,71.42,3365
England,2,Ian Bell,b Faulkner,91,115,174,7,0,79.13,3365
England,3,Jonathan Trott,c †Wade b Starc,43,56,99,1,0,76.78,3365
England,4,Joe Root,c Bailey b McKay,12,17,23,1,0,70.58,3365
England,5,Eoin Morgan,b McKay,8,12,23,0,0,66.66,3365
England,6,Ravi Bopara,not out,46,37,50,3,1,124.32,3365
England,7,Jos Buttler †,b Faulkner,1,2,1,0,0,50.00,3365
England,8,Tim Bresnan,not out,19,20,27,2,0,95.00,3365
Australia,1,David Warner,c †Buttler b Broad,9,21,23,1,0,42.85,3365
Australia,2,Shane Watson,c Cook b Bresnan,24,40,63,1,0,60.00,3365
Australia,3,Phillip Hughes,lbw b Root,30,55,78,3,0,54.54,3365
Australia,4,George Bailey (c),c Root b Tredwell,55,69,106,2,0,79.71,3365
Australia,5,Adam Voges,b Bresnan,15,23,27,1,0,65.21,3365
Australia,6,Mitchell Marsh,c Morgan b Anderson,5,12,13,1,0,41.66,3365
Australia,7,Matthew Wade †,c †Buttler b Anderson,1,4,5,0,0,25.00,3365
Australia,8,James Faulkner,not out,54,42,67,5,1,128.57,3365
Australia,9,Mitchell Johnson,c Morgan b Bopara,8,10,18,0,0,80.00,3365
Australia,10,Mitchell Starc,b Anderson,5,8,10,0,0,62.50,3365
Australia,11,Clint McKay,not out,7,17,22,0,0,41.17,3365
Sri Lanka,1,Kusal Perera,c BB McCullum b Mills,0,1,1,0,0,0.00,3366
Sri Lanka,2,Tillakaratne Dilshan,b McClenaghan,20,18,26,3,0,111.11,3366
Sri Lanka,3,Kumar Sangakkara †,c Williamson b NL McCullum,68,87,161,8,0,78.16,3366
Sri Lanka,4,Mahela Jayawardene,lbw b Vettori,4,8,12,0,0,50.00,3366
Sri Lanka,5,Dinesh Chandimal,c †Ronchi b Mills,0,4,6,0,0,0.00,3366
Sri Lanka,6,Angelo Mathews (c),b McClenaghan,9,34,49,1,0,26.47,3366
Sri Lanka,7,Lahiru Thirimanne,run out (Guptill/Williamson),9,28,23,1,0,32.14,3366
Sri Lanka,8,Thisara Perera,c Vettori b McClenaghan,15,29,32,2,0,51.72,3366
Sri Lanka,9,Rangana Herath,not out,8,11,21,1,0,72.72,3366
Sri Lanka,10,Shaminda Eranga,c Mills b NL McCullum,0,4,3,0,0,0.00,3366
Sri Lanka,11,Lasith Malinga,c Taylor b McClenaghan,2,3,5,0,0,66.66,3366
New Zealand,1,Martin Guptill,c Jayawardene b Eranga,25,24,52,4,0,104.16,3366
New Zealand,2,Luke Ronchi †,c †Sangakkara b Eranga,7,11,15,1,0,63.63,3366
New Zealand,3,Kane Williamson,lbw b Malinga,16,22,29,1,0,72.72,3366
New Zealand,4,Ross Taylor,lbw b Herath,0,4,5,0,0,0.00,3366
New Zealand,5,James Franklin,lbw b Dilshan,6,17,25,1,0,35.29,3366
New Zealand,6,Brendon McCullum (c),b Malinga,18,49,88,1,0,36.73,3366
New Zealand,7,Daniel Vettori,lbw b Malinga,5,16,21,0,0,31.25,3366
New Zealand,8,Nathan McCullum,lbw b Malinga,32,42,54,3,0,76.19,3366
New Zealand,9,Tim Southee,not out,13,21,43,1,0,61.90,3366
New Zealand,10,Kyle Mills,run out (NLTC Perera),3,10,21,0,0,30.00,3366
New Zealand,11,Mitchell McClenaghan,not out,1,3,13,0,0,33.33,3366
South Africa,1,Colin Ingram,lbw b Mohammad Hafeez,20,45,64,2,0,44.44,3367
South Africa,2,Hashim Amla,c Mohammad Hafeez b Saeed Ajmal,81,97,136,9,0,83.50,3367
South Africa,3,Faf du Plessis,c Shoaib Malik b Mohammad Irfan,28,40,54,2,0,70.00,3367
South Africa,4,AB de Villiers (c)†,run out (Misbah-ul-Haq),31,31,52,1,1,100.00,3367
South Africa,5,Jean-Paul Duminy,run out (Misbah-ul-Haq),24,38,44,1,0,63.15,3367
South Africa,6,David Miller,c Misbah-ul-Haq b Junaid Khan,19,24,40,2,0,79.16,3367
South Africa,7,Ryan McLaren,lbw b Shoaib Malik,4,8,11,0,0,50.00,3367
South Africa,8,Robin Peterson,not out,16,16,24,2,0,100.00,3367
South Africa,9,Chris Morris,run out (Wahab Riaz),1,2,3,0,0,50.00,3367
South Africa,10,Aaron Phangiso,run out (†Kamran Akmal),0,0,1,0,0,-,3367
Pakistan,1,Imran Farhat,b Morris,2,9,8,0,0,22.22,3367
Pakistan,2,Nasir Jamshed,c & b Tsotsobe,42,76,111,4,0,55.26,3367
Pakistan,3,Mohammad Hafeez,c Miller b Morris,7,21,25,0,0,33.33,3367
Pakistan,4,Shoaib Malik,b Duminy,8,29,39,0,0,27.58,3367
Pakistan,5,Misbah-ul-Haq (c),c Amla b Tsotsobe,55,75,94,3,1,73.33,3367
Pakistan,6,Umar Amin,c Ingram b McLaren,16,29,42,1,0,55.17,3367
Pakistan,7,Kamran Akmal †,c du Plessis b McLaren,0,2,3,0,0,0.00,3367
Pakistan,8,Wahab Riaz,b Phangiso,13,12,16,2,0,108.33,3367
Pakistan,9,Saeed Ajmal,c Ingram b McLaren,5,5,13,1,0,100.00,3367
Pakistan,10,Junaid Khan,b McLaren,4,12,10,0,0,33.33,3367
Pakistan,11,Mohammad Irfan,not out,0,0,3,0,0,-,3367
West Indies,1,Chris Gayle,c Ashwin b Kumar,21,18,19,4,0,116.66,3368
West Indies,2,Johnson Charles †,lbw b Jadeja,60,55,78,7,2,109.09,3368
West Indies,3,Darren Bravo,st †Dhoni b Ashwin,35,83,108,2,0,42.16,3368
West Indies,4,Marlon Samuels,lbw b Jadeja,1,8,7,0,0,12.50,3368
West Indies,5,Ramnaresh Sarwan,c †Dhoni b Jadeja,1,6,7,0,0,16.66,3368
West Indies,6,Dwayne Bravo (c),c Jadeja b Yadav,25,40,55,3,0,62.50,3368
West Indies,7,Kieron Pollard,c Kumar b I Sharma,22,32,41,0,2,68.75,3368
West Indies,8,Daren Sammy,not out,56,35,50,5,4,160.00,3368
West Indies,9,Sunil Narine,c Karthik b Jadeja,2,8,8,0,0,25.00,3368
West Indies,10,Ravi Rampaul,b Jadeja,2,7,5,0,0,28.57,3368
West Indies,11,Kemar Roach,not out,0,8,17,0,0,0.00,3368
India,1,Rohit Sharma,c †Charles b Narine,52,56,78,7,0,92.85,3368
India,2,Shikhar Dhawan,not out,102,107,183,10,1,95.32,3368
India,3,Virat Kohli,b Narine,22,18,18,4,0,122.22,3368
India,4,Dinesh Karthik,not out,51,54,84,8,0,94.44,3368
England,1,Alastair Cook (c),lbw b Herath,59,85,116,3,0,69.41,3370
England,2,Ian Bell,c Perera b Eranga,20,37,48,3,0,54.05,3370
England,3,Jonathan Trott,lbw b Herath,76,87,122,5,0,87.35,3370
